157068296193,0
19633537025,1
2454192129,2
306774017,3
38346753,4
4793345,5
599169,6
74897,7
9363,8
137438954643,9
566935683072,10
551903297536,11
550024249344,12
549789368320,13
549760008192,14
549756338176,15
549755879424,16
549755822080,17
549755814912,18
549755814016,19
549755813904,20
549755813890,21
206158430208,22
70866960384,23
68987912192,24
68753031168,25
68723671040,26
68720001024,27
68719542272,28
68719484928,29
68719477760,30
68719476864,31
68719476752,32
68719476738,33
146028888064,34
25769803776,35
8858370048,36
8623489024,37
8594128896,38
8590458880,39
8590000128,40
8589942784,41
8589935616,42
8589934720,43
8589934608,44
8589934594,45
138512695296,46
18253611008,47
3221225472,48
1107296256,49
1077936128,50
1074266112,51
1073807360,52
1073750016,53
1073742848,54
1073741952,55
1073741840,56
1073741826,57
137573171200,58
17314086912,59
2281701376,60
402653184,61
138412032,62
134742016,63
134283264,64
134225920,65
134218752,66
134217856,67
134217744,68
134217730,69
137455730688,70
17196646400,71
2164260864,72
285212672,73
50331648,74
17301504,75
16842752,76
16785408,77
16778240,78
16777344,79
16777232,80
16777218,81
137441050624,82
17181966336,83
2149580800,84
270532608,85
35651584,86
6291456,87
2162688,88
2105344,89
2098176,90
2097280,91
2097168,92
2097154,93
137439215616,94
17180131328,95
2147745792,96
268697600,97
33816576,98
4456448,99
786432,100
270336,101
263168,102
262272,103
262160,104
262146,105
137438986240,106
17179901952,107
2147516416,108
268468224,109
33587200,110
4227072,111
557056,112
98304,113
33792,114
32896,115
32784,116
32770,117
137438957568,118
17179873280,119
2147487744,120
268439552,121
33558528,122
4198400,123
528384,124
69632,125
12288,126
4224,127
4112,128
4098,129
137438953984,130
17179869696,131
2147484160,132
268435968,133
33554944,134
4194816,135
524800,136
66048,137
8704,138
1536,139
528,140
514,141
137438953536,142
17179869248,143
2147483712,144
268435520,145
33554496,146
4194368,147
524352,148
65600,149
8256,150
1088,151
192,152
66,153
137438953480,154
17179869192,155
2147483656,156
268435464,157
33554440,158
4194312,159
524296,160
65544,161
8200,162
1032,163
136,164
24,165
446676598784,166
416611827712,167
412853731328,168
412383969280,169
412325249024,170
412317908992,171
412316991488,172
412316876800,173
412316862464,174
412316860672,175
412316860448,176
412316860420,177
326417514496,178
55834574848,179
52076478464,180
51606716416,181
51547996160,182
51540656128,183
51539738624,184
51539623936,185
51539609600,186
51539607808,187
51539607584,188
51539607556,189
281320357888,190
40802189312,191
6979321856,192
6509559808,193
6450839552,194
6443499520,195
6442582016,196
6442467328,197
6442452992,198
6442451200,199
6442450976,200
6442450948,201
275683213312,202
35165044736,203
5100273664,204
872415232,205
813694976,206
806354944,207
805437440,208
805322752,209
805308416,210
805306624,211
805306400,212
805306372,213
274978570240,214
34460401664,215
4395630592,216
637534208,217
109051904,218
101711872,219
100794368,220
100679680,221
100665344,222
100663552,223
100663328,224
100663300,225
274890489856,226
34372321280,227
4307550208,228
549453824,229
79691776,230
13631488,231
12713984,232
12599296,233
12584960,234
12583168,235
12582944,236
12582916,237
274879479808,238
34361311232,239
4296540160,240
538443776,241
68681728,242
9961472,243
1703936,244
1589248,245
1574912,246
1573120,247
1572896,248
1572868,249
274878103552,250
34359934976,251
4295163904,252
537067520,253
67305472,254
8585216,255
1245184,256
212992,257
198656,258
196864,259
196640,260
196612,261
274877931520,262
34359762944,263
4294991872,264
536895488,265
67133440,266
8413184,267
1073152,268
155648,269
26624,270
24832,271
24608,272
24580,273
274877910016,274
34359741440,275
4294970368,276
536873984,277
67111936,278
8391680,279
1051648,280
134144,281
19456,282
3328,283
3104,284
3076,285
274877907328,286
34359738752,287
4294967680,288
536871296,289
67109248,290
8388992,291
1048960,292
131456,293
16768,294
2432,295
416,296
388,297
274877906992,298
34359738416,299
4294967344,300
536870960,301
67108912,302
8388656,303
1048624,304
131120,305
16432,306
2096,307
304,308
52,309
274877906950,310
34359738374,311
4294967302,312
536870918,313
67108870,314
8388614,315
1048582,316
131078,317
16390,318
2054,319
262,320
38,321
157038936065,322
157035266049,323
157034807297,324
157034749953,325
157034742785,326
157034741889,327
157034741777,328
157034741763,329
156804055041,330
156800385025,331
156799926273,332
156799868929,333
156799861761,334
156799860865,335
156799860753,336
156799860739,337
156771024897,338
156770566145,339
156770508801,340
156770501633,341
156770500737,342
156770500625,343
156770500611,344
156766896129,345
156766838785,346
156766831617,347
156766830721,348
156766830609,349
156766830595,350
156766380033,351
156766372865,352
156766371969,353
156766371857,354
156766371843,355
156766315521,356
156766314625,357
156766314513,358
156766314499,359
156766307457,360
156766307345,361
156766307331,362
156766306449,363
156766306435,364
156766306323,365
154925006849,366
154921336833,367
154920878081,368
154920820737,369
154920813569,370
154920812673,371
154920812561,372
154920812547,373
154891976705,374
154891517953,375
154891460609,376
154891453441,377
154891452545,378
154891452433,379
154891452419,380
154887847937,381
154887790593,382
154887783425,383
154887782529,384
154887782417,385
154887782403,386
154887331841,387
154887324673,388
154887323777,389
154887323665,390
154887323651,391
154887267329,392
154887266433,393
154887266321,394
154887266307,395
154887259265,396
154887259153,397
154887259139,398
154887258257,399
154887258243,400
154887258131,401
154657095681,402
154656636929,403
154656579585,404
154656572417,405
154656571521,406
154656571409,407
154656571395,408
154652966913,409
154652909569,410
154652902401,411
154652901505,412
154652901393,413
154652901379,414
154652450817,415
154652443649,416
154652442753,417
154652442641,418
154652442627,419
154652386305,420
154652385409,421
154652385297,422
154652385283,423
154652378241,424
154652378129,425
154652378115,426
154652377233,427
154652377219,428
154652377107,429
154623606785,430
154623549441,431
154623542273,432
154623541377,433
154623541265,434
154623541251,435
154623090689,436
154623083521,437
154623082625,438
154623082513,439
154623082499,440
154623026177,441
154623025281,442
154623025169,443
154623025155,444
154623018113,445
154623018001,446
154623017987,447
154623017105,448
154623017091,449
154623016979,450
154619420673,451
154619413505,452
154619412609,453
154619412497,454
154619412483,455
154619356161,456
154619355265,457
154619355153,458
154619355139,459
154619348097,460
154619347985,461
154619347971,462
154619347089,463
154619347075,464
154619346963,465
154618897409,466
154618896513,467
154618896401,468
154618896387,469
154618889345,470
154618889233,471
154618889219,472
154618888337,473
154618888323,474
154618888211,475
154618832001,476
154618831889,477
154618831875,478
154618830993,479
154618830979,480
154618830867,481
154618823825,482
154618823811,483
154618823699,484
154618822803,485
139892621313,486
139888951297,487
139888492545,488
139888435201,489
139888428033,490
139888427137,491
139888427025,492
139888427011,493
139859591169,494
139859132417,495
139859075073,496
139859067905,497
139859067009,498
139859066897,499
139859066883,500
139855462401,501
139855405057,502
139855397889,503
139855396993,504
139855396881,505
139855396867,506
139854946305,507
139854939137,508
139854938241,509
139854938129,510
139854938115,511
139854881793,512
139854880897,513
139854880785,514
139854880771,515
139854873729,516
139854873617,517
139854873603,518
139854872721,519
139854872707,520
139854872595,521
139624710145,522
139624251393,523
139624194049,524
139624186881,525
139624185985,526
139624185873,527
139624185859,528
139620581377,529
139620524033,530
139620516865,531
139620515969,532
139620515857,533
139620515843,534
139620065281,535
139620058113,536
139620057217,537
139620057105,538
139620057091,539
139620000769,540
139619999873,541
139619999761,542
139619999747,543
139619992705,544
139619992593,545
139619992579,546
139619991697,547
139619991683,548
139619991571,549
139591221249,550
139591163905,551
139591156737,552
139591155841,553
139591155729,554
139591155715,555
139590705153,556
139590697985,557
139590697089,558
139590696977,559
139590696963,560
139590640641,561
139590639745,562
139590639633,563
139590639619,564
139590632577,565
139590632465,566
139590632451,567
139590631569,568
139590631555,569
139590631443,570
139587035137,571
139587027969,572
139587027073,573
139587026961,574
139587026947,575
139586970625,576
139586969729,577
139586969617,578
139586969603,579
139586962561,580
139586962449,581
139586962435,582
139586961553,583
139586961539,584
139586961427,585
139586511873,586
139586510977,587
139586510865,588
139586510851,589
139586503809,590
139586503697,591
139586503683,592
139586502801,593
139586502787,594
139586502675,595
139586446465,596
139586446353,597
139586446339,598
139586445457,599
139586445443,600
139586445331,601
139586438289,602
139586438275,603
139586438163,604
139586437267,605
137745661953,606
137745203201,607
137745145857,608
137745138689,609
137745137793,610
137745137681,611
137745137667,612
137741533185,613
137741475841,614
137741468673,615
137741467777,616
137741467665,617
137741467651,618
137741017089,619
137741009921,620
137741009025,621
137741008913,622
137741008899,623
137740952577,624
137740951681,625
137740951569,626
137740951555,627
137740944513,628
137740944401,629
137740944387,630
137740943505,631
137740943491,632
137740943379,633
137712173057,634
137712115713,635
137712108545,636
137712107649,637
137712107537,638
137712107523,639
137711656961,640
137711649793,641
137711648897,642
137711648785,643
137711648771,644
137711592449,645
137711591553,646
137711591441,647
137711591427,648
137711584385,649
137711584273,650
137711584259,651
137711583377,652
137711583363,653
137711583251,654
137707986945,655
137707979777,656
137707978881,657
137707978769,658
137707978755,659
137707922433,660
137707921537,661
137707921425,662
137707921411,663
137707914369,664
137707914257,665
137707914243,666
137707913361,667
137707913347,668
137707913235,669
137707463681,670
137707462785,671
137707462673,672
137707462659,673
137707455617,674
137707455505,675
137707455491,676
137707454609,677
137707454595,678
137707454483,679
137707398273,680
137707398161,681
137707398147,682
137707397265,683
137707397251,684
137707397139,685
137707390097,686
137707390083,687
137707389971,688
137707389075,689
137477292033,690
137477234689,691
137477227521,692
137477226625,693
137477226513,694
137477226499,695
137476775937,696
137476768769,697
137476767873,698
137476767761,699
137476767747,700
137476711425,701
137476710529,702
137476710417,703
137476710403,704
137476703361,705
137476703249,706
137476703235,707
137476702353,708
137476702339,709
137476702227,710
137473105921,711
137473098753,712
137473097857,713
137473097745,714
137473097731,715
137473041409,716
137473040513,717
137473040401,718
137473040387,719
137473033345,720
137473033233,721
137473033219,722
137473032337,723
137473032323,724
137473032211,725
137472582657,726
137472581761,727
137472581649,728
137472581635,729
137472574593,730
137472574481,731
137472574467,732
137472573585,733
137472573571,734
137472573459,735
137472517249,736
137472517137,737
137472517123,738
137472516241,739
137472516227,740
137472516115,741
137472509073,742
137472509059,743
137472508947,744
137472508051,745
137443745793,746
137443738625,747
137443737729,748
137443737617,749
137443737603,750
137443681281,751
137443680385,752
137443680273,753
